District_clean,State_clean,fiscal_year,penta1,penta2,penta3,penta1_private,penta1_urban
PANCH MAHALS,GUJARAT,2017-2018,33086.0,33086.0,32616.0,108.0,4246.0
PANCH MAHALS,GUJARAT,2018-2019,34098.0,33854.0,33854.0,0.0,4556.0
PANCH MAHALS,GUJARAT,2019-2020,32659.0,32346.0,32346.0,0.0,4194.0
PANCHKULA,HARYANA,2017-2018,11669.0,11494.0,11494.0,0.0,3674.0
PANCHKULA,HARYANA,2018-2019,12201.0,11953.0,11953.0,390.0,3711.0
PANCHKULA,HARYANA,2019-2020,12056.0,11958.0,11958.0,619.0,3829.0
PANIPAT,HARYANA,2017-2018,28614.0,27186.0,25995.0,1307.0,11777.0
PANIPAT,HARYANA,2018-2019,26538.0,25672.0,24493.0,230.0,7944.0
PANIPAT,HARYANA,2019-2020,26712.0,25628.0,25310.0,295.0,8736.0
PANNA,MADHYA PRADESH,2017-2018,25477.0,25244.0,25244.0,0.0,0.0
PANNA,MADHYA PRADESH,2018-2019,23194.0,22100.0,21991.0,0.0,0.0
PANNA,MADHYA PRADESH,2019-2020,26517.0,26199.0,26199.0,0.0,0.0
PAPUM PARE,ARUNACHAL PRADESH,2017-2018,3898.0,3494.0,3201.0,787.0,774.0
PAPUM PARE,ARUNACHAL PRADESH,2018-2019,3483.0,2978.0,2922.0,660.0,900.0
PAPUM PARE,ARUNACHAL PRADESH,2019-2020,4095.0,3863.0,3597.0,590.0,1223.0
PARBHANI,MAHARASHTRA,2017-2018,39004.0,36399.0,34587.0,0.0,9510.0
PARBHANI,MAHARASHTRA,2018-2019,39376.0,37146.0,34696.0,0.0,10928.0
PARBHANI,MAHARASHTRA,2019-2020,37659.0,36377.0,35219.0,33.0,10165.0
PASCHIM BARDDHAMAN,WEST BENGAL,2017-2018,39970.0,38583.0,38519.0,0.0,14254.0
PASCHIM BARDDHAMAN,WEST BENGAL,2018-2019,39406.0,38332.0,37950.0,290.0,13981.0
PASCHIM BARDDHAMAN,WEST BENGAL,2019-2020,39377.0,37834.0,37388.0,319.0,14089.0
PASCHIM MEDINIPUR,WEST BENGAL,2017-2018,73797.0,70884.0,70311.0,910.0,6104.0
PASCHIM MEDINIPUR,WEST BENGAL,2018-2019,70380.0,68848.0,68323.0,472.0,4994.0
PASCHIM MEDINIPUR,WEST BENGAL,2019-2020,70802.0,69984.0,69194.0,504.0,5009.0
PASHCHIMI SINGHBHUM,JHARKHAND,2017-2018,38624.0,38439.0,38304.0,1339.0,425.0
PASHCHIMI SINGHBHUM,JHARKHAND,2018-2019,37788.0,37178.0,36339.0,1383.0,170.0
PASHCHIMI SINGHBHUM,JHARKHAND,2019-2020,38120.0,37691.0,37171.0,1183.0,194.0
PATAN,GUJARAT,2017-2018,27351.0,27351.0,27351.0,29.0,3560.0
PATAN,GUJARAT,2018-2019,25316.0,25086.0,25086.0,0.0,3269.0
PATAN,GUJARAT,2019-2020,25910.0,25686.0,25686.0,9.0,3055.0
PATHANAMTHITTA,KERALA,2017-2018,15376.0,14114.0,13771.0,4648.0,3028.0
PATHANAMTHITTA,KERALA,2018-2019,14562.0,13809.0,13414.0,3469.0,2105.0
PATHANAMTHITTA,KERALA,2019-2020,13981.0,13475.0,13099.0,3177.0,2327.0
PATHANKOT,PUNJAB,2017-2018,9410.0,9211.0,9114.0,714.0,649.0
PATHANKOT,PUNJAB,2018-2019,9912.0,9567.0,9379.0,916.0,794.0
PATHANKOT,PUNJAB,2019-2020,9578.0,9317.0,9317.0,796.0,758.0
PATIALA,PUNJAB,2017-2018,28458.0,27569.0,27569.0,1517.0,10507.0
PATIALA,PUNJAB,2018-2019,27933.0,27349.0,27349.0,958.0,10623.0
PATIALA,PUNJAB,2019-2020,26314.0,25527.0,25527.0,301.0,9847.0
PATNA,BIHAR,2017-2018,129600.0,127561.0,124900.0,0.0,60688.0
PATNA,BIHAR,2018-2019,128731.0,125950.0,120503.0,6603.0,56416.0
PATNA,BIHAR,2019-2020,136871.0,136871.0,136705.0,7414.0,60552.0
PEDDAPALLI,TELANGANA,2017-2018,12681.0,11951.0,11951.0,0.0,3383.0
PEDDAPALLI,TELANGANA,2018-2019,13735.0,13003.0,13003.0,0.0,3888.0
PEDDAPALLI,TELANGANA,2019-2020,12746.0,12350.0,12350.0,0.0,3264.0
PERAMBALUR,TAMIL NADU,2017-2018,8081.0,8009.0,7973.0,296.0,296.0
PERAMBALUR,TAMIL NADU,2018-2019,8098.0,8098.0,8056.0,294.0,294.0
PERAMBALUR,TAMIL NADU,2019-2020,8341.0,8279.0,8203.0,279.0,279.0
PEREN,NAGALAND,2017-2018,1156.0,1049.0,909.0,0.0,0.0
PEREN,NAGALAND,2018-2019,1113.0,1029.0,919.0,0.0,0.0
PEREN,NAGALAND,2019-2020,1151.0,1066.0,974.0,0.0,0.0
PHEK,NAGALAND,2017-2018,1234.0,1170.0,1074.0,0.0,0.0
PHEK,NAGALAND,2018-2019,1451.0,1377.0,1364.0,0.0,0.0
PHEK,NAGALAND,2019-2020,1600.0,1521.0,1463.0,0.0,0.0
PILIBHIT,UTTAR PRADESH,2017-2018,45577.0,43538.0,42692.0,0.0,1653.0
PILIBHIT,UTTAR PRADESH,2018-2019,44142.0,41496.0,40394.0,1243.0,2757.0
PILIBHIT,UTTAR PRADESH,2019-2020,51259.0,50606.0,49748.0,65.0,2721.0
PITHORAGARH,UTTARAKHAND,2017-2018,6805.0,6714.0,6541.0,0.0,0.0
PITHORAGARH,UTTARAKHAND,2018-2019,6739.0,6739.0,6739.0,0.0,0.0
PITHORAGARH,UTTARAKHAND,2019-2020,6590.0,6590.0,6590.0,0.0,0.0
PONDICHERRY,PUDUCHERRY,2017-2018,14918.0,12633.0,12372.0,1659.0,10854.0
PONDICHERRY,PUDUCHERRY,2018-2019,13921.0,12207.0,12026.0,1769.0,10029.0
PONDICHERRY,PUDUCHERRY,2019-2020,13554.0,11993.0,11775.0,1346.0,9661.0
POONCH,JAMMU & KASHMIR,2017-2018,10966.0,10657.0,10657.0,0.0,0.0
POONCH,JAMMU & KASHMIR,2018-2019,10741.0,9994.0,9683.0,0.0,0.0
POONCH,JAMMU & KASHMIR,2019-2020,10496.0,9949.0,9622.0,0.0,0.0
PORBANDAR,GUJARAT,2017-2018,9443.0,9037.0,8777.0,701.0,2462.0
PORBANDAR,GUJARAT,2018-2019,8877.0,8366.0,8105.0,659.0,2252.0
PORBANDAR,GUJARAT,2019-2020,9334.0,8967.0,8643.0,0.0,2525.0
PRAKASAM,ANDHRA PRADESH,2017-2018,55898.0,54369.0,54369.0,210.0,5853.0
PRAKASAM,ANDHRA PRADESH,2018-2019,59874.0,58495.0,58495.0,536.0,6844.0
PRAKASAM,ANDHRA PRADESH,2019-2020,53614.0,52733.0,52733.0,425.0,6165.0
PRATAPGARH,RAJASTHAN,2017-2018,18118.0,17461.0,17308.0,0.0,253.0
PRATAPGARH,RAJASTHAN,2018-2019,18674.0,17830.0,17816.0,0.0,322.0
PRATAPGARH,RAJASTHAN,2019-2020,18100.0,17135.0,16949.0,0.0,522.0
PRATAPGARH,UTTAR PRADESH,2017-2018,58166.0,58166.0,57583.0,0.0,450.0
PRATAPGARH,UTTAR PRADESH,2018-2019,87803.0,85539.0,84589.0,0.0,1827.0
PRATAPGARH,UTTAR PRADESH,2019-2020,79037.0,75397.0,75076.0,0.0,1647.0
PUDUKKOTTAI,TAMIL NADU,2017-2018,23253.0,23236.0,23049.0,375.0,2462.0
PUDUKKOTTAI,TAMIL NADU,2018-2019,23254.0,23062.0,22853.0,331.0,2476.0
PUDUKKOTTAI,TAMIL NADU,2019-2020,23387.0,23323.0,23323.0,253.0,2277.0
PULWAMA,JAMMU & KASHMIR,2017-2018,9437.0,9234.0,9234.0,0.0,0.0
PULWAMA,JAMMU & KASHMIR,2018-2019,10146.0,9931.0,9604.0,0.0,0.0
PULWAMA,JAMMU & KASHMIR,2019-2020,9925.0,9721.0,9538.0,0.0,0.0
PUNE,MAHARASHTRA,2017-2018,142176.0,142176.0,142176.0,16422.0,56081.0
PUNE,MAHARASHTRA,2018-2019,158665.0,158665.0,158665.0,35004.0,52042.0
PUNE,MAHARASHTRA,2019-2020,166363.0,166363.0,166363.0,42065.0,53304.0
PURBA BARDDHAMAN,WEST BENGAL,2017-2018,74408.0,73017.0,72588.0,1212.0,5536.0
PURBA BARDDHAMAN,WEST BENGAL,2018-2019,73934.0,71948.0,71948.0,1257.0,4189.0
PURBA BARDDHAMAN,WEST BENGAL,2019-2020,71394.0,70241.0,70241.0,1571.0,4622.0
PURBA MEDINIPUR,WEST BENGAL,2017-2018,79533.0,77937.0,77550.0,0.0,5541.0
PURBA MEDINIPUR,WEST BENGAL,2018-2019,80368.0,78579.0,78208.0,0.0,5448.0
PURBA MEDINIPUR,WEST BENGAL,2019-2020,78539.0,77783.0,77443.0,0.0,5414.0
PURBI SINGHBHUM,JHARKHAND,2017-2018,42510.0,41491.0,41491.0,11113.0,15958.0
PURBI SINGHBHUM,JHARKHAND,2018-2019,39966.0,38255.0,37246.0,9512.0,14174.0
PURBI SINGHBHUM,JHARKHAND,2019-2020,42506.0,42411.0,42411.0,11342.0,17131.0
PURI,ODISHA,2017-2018,23222.0,22953.0,22476.0,0.0,1352.0
PURI,ODISHA,2018-2019,22695.0,22500.0,22377.0,0.0,1522.0
PURI,ODISHA,2019-2020,24744.0,24468.0,24231.0,0.0,1897.0
PURNIA,BIHAR,2017-2018,103087.0,100581.0,93433.0,0.0,7182.0
PURNIA,BIHAR,2018-2019,100726.0,99247.0,93244.0,0.0,7046.0
PURNIA,BIHAR,2019-2020,112135.0,112135.0,105259.0,0.0,8068.0
PURULIYA,WEST BENGAL,2017-2018,52752.0,51814.0,51814.0,0.0,1687.0
PURULIYA,WEST BENGAL,2018-2019,54138.0,52635.0,52587.0,0.0,2055.0
PURULIYA,WEST BENGAL,2019-2020,53815.0,53149.0,53149.0,0.0,2058.0
RAE BARELI,UTTAR PRADESH,2017-2018,56385.0,56385.0,56385.0,0.0,1865.0
RAE BARELI,UTTAR PRADESH,2018-2019,55771.0,53669.0,51851.0,0.0,1320.0
RAE BARELI,UTTAR PRADESH,2019-2020,58943.0,58642.0,58642.0,0.0,1661.0
RAICHUR,KARNATAKA,2017-2018,46935.0,45849.0,45849.0,797.0,5446.0
RAICHUR,KARNATAKA,2018-2019,46455.0,45610.0,45610.0,411.0,4953.0
RAICHUR,KARNATAKA,2019-2020,44517.0,43546.0,43546.0,163.0,4771.0
RAIGARH,CHHATTISGARH,2017-2018,24642.0,24085.0,24085.0,283.0,1971.0
RAIGARH,CHHATTISGARH,2018-2019,25195.0,25195.0,25066.0,261.0,2065.0
RAIGARH,CHHATTISGARH,2019-2020,25015.0,24792.0,24792.0,241.0,1795.0
RAIGARH,MAHARASHTRA,2017-2018,40547.0,40208.0,39975.0,4310.0,4498.0
RAIGARH,MAHARASHTRA,2018-2019,39595.0,38831.0,37983.0,5416.0,4226.0
RAIGARH,MAHARASHTRA,2019-2020,40326.0,40326.0,40326.0,2644.0,5925.0
RAIPUR,CHHATTISGARH,2017-2018,43935.0,43680.0,43680.0,3416.0,21852.0
RAIPUR,CHHATTISGARH,2018-2019,50306.0,50041.0,50041.0,7458.0,28471.0
RAIPUR,CHHATTISGARH,2019-2020,52284.0,51713.0,51713.0,6348.0,31110.0
RAISEN,MADHYA PRADESH,2017-2018,30860.0,30251.0,30251.0,0.0,2626.0
RAISEN,MADHYA PRADESH,2018-2019,30754.0,30393.0,30393.0,0.0,2399.0
RAISEN,MADHYA PRADESH,2019-2020,30958.0,30859.0,30859.0,0.0,2758.0
RAJANNA SIRCILLA,TELANGANA,2017-2018,9292.0,8997.0,8900.0,0.0,1032.0
RAJANNA SIRCILLA,TELANGANA,2018-2019,9215.0,9027.0,9027.0,0.0,985.0
RAJANNA SIRCILLA,TELANGANA,2019-2020,9301.0,8979.0,8925.0,0.0,817.0
RAJGARH,MADHYA PRADESH,2017-2018,30579.0,30090.0,30027.0,0.0,1728.0
RAJGARH,MADHYA PRADESH,2018-2019,35744.0,35263.0,35089.0,0.0,1840.0
RAJGARH,MADHYA PRADESH,2019-2020,36975.0,36278.0,36278.0,0.0,1906.0
RAJKOT,GUJARAT,2017-2018,58499.0,56342.0,56342.0,502.0,31343.0
RAJKOT,GUJARAT,2018-2019,58980.0,56279.0,56279.0,1243.0,32726.0
RAJKOT,GUJARAT,2019-2020,54619.0,51595.0,51595.0,114.0,30193.0
RAJNANDGAON,CHHATTISGARH,2017-2018,28583.0,28045.0,28045.0,261.0,2348.0
RAJNANDGAON,CHHATTISGARH,2018-2019,29815.0,29379.0,29362.0,229.0,2680.0
RAJNANDGAON,CHHATTISGARH,2019-2020,28603.0,28603.0,28603.0,347.0,2783.0
RAJOURI,JAMMU & KASHMIR,2017-2018,13370.0,12783.0,12701.0,0.0,0.0
RAJOURI,JAMMU & KASHMIR,2018-2019,12536.0,11513.0,11451.0,0.0,0.0
RAJOURI,JAMMU & KASHMIR,2019-2020,13431.0,12917.0,12593.0,0.0,0.0
RAJSAMAND,RAJASTHAN,2017-2018,31844.0,30178.0,29750.0,0.0,1649.0
RAJSAMAND,RAJASTHAN,2018-2019,28334.0,27256.0,26444.0,0.0,1436.0
RAJSAMAND,RAJASTHAN,2019-2020,24960.0,24096.0,23377.0,0.0,987.0
RAMANAGAR,KARNATAKA,2017-2018,13270.0,13214.0,13214.0,395.0,850.0
RAMANAGAR,KARNATAKA,2018-2019,13309.0,13227.0,13195.0,210.0,1264.0
RAMANAGAR,KARNATAKA,2019-2020,13729.0,13162.0,13162.0,302.0,1210.0
RAMANATHAPURAM,TAMIL NADU,2017-2018,19055.0,18808.0,18804.0,1130.0,2923.0
RAMANATHAPURAM,TAMIL NADU,2018-2019,19908.0,19908.0,19908.0,1158.0,3510.0
RAMANATHAPURAM,TAMIL NADU,2019-2020,18629.0,18629.0,18629.0,820.0,2563.0
RAMBAN,JAMMU & KASHMIR,2017-2018,6836.0,6467.0,6145.0,0.0,0.0
RAMBAN,JAMMU & KASHMIR,2018-2019,7156.0,6747.0,6351.0,0.0,0.0
RAMBAN,JAMMU & KASHMIR,2019-2020,7965.0,7346.0,7327.0,0.0,0.0
RAMGARH,JHARKHAND,2017-2018,21780.0,20593.0,19976.0,4127.0,329.0
RAMGARH,JHARKHAND,2018-2019,21260.0,20407.0,20149.0,4440.0,241.0
RAMGARH,JHARKHAND,2019-2020,20570.0,20135.0,20135.0,3262.0,339.0
RAMPUR,UTTAR PRADESH,2017-2018,50468.0,48981.0,48981.0,0.0,5172.0
RAMPUR,UTTAR PRADESH,2018-2019,58786.0,56407.0,53311.0,0.0,4453.0
RAMPUR,UTTAR PRADESH,2019-2020,61898.0,59607.0,59607.0,0.0,7623.0
RANCHI,JHARKHAND,2017-2018,72322.0,70191.0,69800.0,15382.0,4078.0
RANCHI,JHARKHAND,2018-2019,77973.0,75641.0,74998.0,22989.0,4284.0
RANCHI,JHARKHAND,2019-2020,69922.0,68912.0,68818.0,18396.0,6411.0
RANGA REDDY,TELANGANA,2017-2018,46949.0,46800.0,46800.0,0.0,11207.0
RANGA REDDY,TELANGANA,2018-2019,47362.0,47362.0,47362.0,0.0,11174.0
RANGA REDDY,TELANGANA,2019-2020,55414.0,55156.0,55156.0,0.0,14286.0
RATLAM,MADHYA PRADESH,2017-2018,32368.0,31271.0,31271.0,294.0,5719.0
RATLAM,MADHYA PRADESH,2018-2019,35521.0,34350.0,33906.0,319.0,8079.0
RATLAM,MADHYA PRADESH,2019-2020,34967.0,34799.0,34799.0,148.0,6746.0
RATNAGIRI,MAHARASHTRA,2017-2018,18340.0,17784.0,17767.0,494.0,261.0
RATNAGIRI,MAHARASHTRA,2018-2019,17158.0,16783.0,16783.0,283.0,377.0
RATNAGIRI,MAHARASHTRA,2019-2020,16533.0,16084.0,16051.0,277.0,912.0
RAYAGADA,ODISHA,2017-2018,20245.0,19991.0,19834.0,0.0,618.0
RAYAGADA,ODISHA,2018-2019,20713.0,20636.0,20636.0,0.0,829.0
RAYAGADA,ODISHA,2019-2020,19829.0,19659.0,19659.0,0.0,1057.0
REASI,JAMMU & KASHMIR,2017-2018,7277.0,7277.0,7111.0,0.0,0.0
REASI,JAMMU & KASHMIR,2018-2019,6829.0,6636.0,6636.0,0.0,0.0
REASI,JAMMU & KASHMIR,2019-2020,7571.0,7410.0,7373.0,0.0,0.0
REWA,MADHYA PRADESH,2017-2018,59706.0,57455.0,55827.0,271.0,6778.0
REWA,MADHYA PRADESH,2018-2019,54201.0,50144.0,48075.0,123.0,2661.0
REWA,MADHYA PRADESH,2019-2020,58541.0,56737.0,56737.0,308.0,3351.0
REWARI,HARYANA,2017-2018,15579.0,15288.0,14975.0,60.0,2326.0
REWARI,HARYANA,2018-2019,15645.0,14947.0,14715.0,114.0,2361.0
REWARI,HARYANA,2019-2020,15242.0,14999.0,14503.0,349.0,2126.0
RI BHOI,MEGHALAYA,2017-2018,6481.0,6072.0,5796.0,36.0,0.0
RI BHOI,MEGHALAYA,2018-2019,7099.0,6812.0,6329.0,47.0,0.0
RI BHOI,MEGHALAYA,2019-2020,7159.0,6789.0,6379.0,35.0,0.0
ROHTAK,HARYANA,2017-2018,19623.0,18421.0,18004.0,0.0,6927.0
ROHTAK,HARYANA,2018-2019,18644.0,17931.0,17554.0,0.0,4506.0
ROHTAK,HARYANA,2019-2020,18862.0,17958.0,17720.0,206.0,5115.0
ROHTAS,BIHAR,2017-2018,69663.0,69068.0,68105.0,0.0,16707.0
ROHTAS,BIHAR,2018-2019,69996.0,67633.0,64974.0,0.0,15232.0
ROHTAS,BIHAR,2019-2020,74611.0,74347.0,74347.0,0.0,17773.0
RUDRAPRAYAG,UTTARAKHAND,2017-2018,3479.0,3467.0,3373.0,0.0,0.0
RUDRAPRAYAG,UTTARAKHAND,2018-2019,3243.0,3243.0,3243.0,0.0,0.0
RUDRAPRAYAG,UTTARAKHAND,2019-2020,3333.0,3332.0,3332.0,0.0,0.0
RUPNAGAR,PUNJAB,2017-2018,10708.0,10589.0,10576.0,0.0,266.0
RUPNAGAR,PUNJAB,2018-2019,10403.0,10145.0,10025.0,0.0,331.0
RUPNAGAR,PUNJAB,2019-2020,9816.0,9599.0,9515.0,0.0,241.0
SABAR KANTHA,GUJARAT,2017-2018,29611.0,28952.0,28608.0,0.0,1378.0
SABAR KANTHA,GUJARAT,2018-2019,29560.0,28782.0,28782.0,395.0,1766.0
SABAR KANTHA,GUJARAT,2019-2020,30205.0,29729.0,29501.0,1172.0,2682.0
SAGAR,MADHYA PRADESH,2017-2018,51332.0,50599.0,50599.0,0.0,3921.0
SAGAR,MADHYA PRADESH,2018-2019,50884.0,49478.0,49394.0,0.0,3242.0
SAGAR,MADHYA PRADESH,2019-2020,58950.0,58950.0,58950.0,0.0,2965.0
SAHARANPUR,UTTAR PRADESH,2017-2018,82422.0,81849.0,81849.0,170.0,12433.0
SAHARANPUR,UTTAR PRADESH,2018-2019,94922.0,92334.0,92334.0,16281.0,18833.0
SAHARANPUR,UTTAR PRADESH,2019-2020,108215.0,107453.0,107453.0,21928.0,26687.0
SAHARSA,BIHAR,2017-2018,56899.0,55654.0,53502.0,0.0,3633.0
SAHARSA,BIHAR,2018-2019,57012.0,53774.0,51193.0,0.0,4499.0
SAHARSA,BIHAR,2019-2020,60717.0,60717.0,59262.0,0.0,6416.0
SAHIBGANJ,JHARKHAND,2017-2018,30620.0,27798.0,26555.0,67.0,543.0
SAHIBGANJ,JHARKHAND,2018-2019,30748.0,27581.0,25307.0,61.0,779.0
SAHIBGANJ,JHARKHAND,2019-2020,30317.0,28795.0,27862.0,51.0,903.0
SAIHA,MIZORAM,2017-2018,920.0,920.0,920.0,0.0,0.0
SAIHA,MIZORAM,2018-2019,1319.0,1259.0,1207.0,0.0,0.0
SAIHA,MIZORAM,2019-2020,1234.0,1234.0,1188.0,0.0,0.0
SALEM,TAMIL NADU,2017-2018,51826.0,51483.0,51409.0,6180.0,15459.0
SALEM,TAMIL NADU,2018-2019,51939.0,51899.0,51632.0,5288.0,15877.0
SALEM,TAMIL NADU,2019-2020,49917.0,49917.0,49917.0,4004.0,14261.0
SAMASTIPUR,BIHAR,2017-2018,117673.0,114850.0,109596.0,14.0,6483.0
SAMASTIPUR,BIHAR,2018-2019,109376.0,101456.0,91849.0,267.0,5493.0
SAMASTIPUR,BIHAR,2019-2020,120288.0,120288.0,117976.0,0.0,6348.0
SAMBA,JAMMU & KASHMIR,2017-2018,5483.0,5348.0,5257.0,0.0,0.0
SAMBA,JAMMU & KASHMIR,2018-2019,5535.0,5303.0,5303.0,0.0,0.0
SAMBA,JAMMU & KASHMIR,2019-2020,5591.0,5471.0,5471.0,0.0,0.0
SAMBALPUR,ODISHA,2017-2018,15777.0,15772.0,15250.0,0.0,4668.0
SAMBALPUR,ODISHA,2018-2019,17281.0,17202.0,16946.0,1926.0,4457.0
SAMBALPUR,ODISHA,2019-2020,15223.0,15223.0,15223.0,34.0,4416.0
SAMBHAL,UTTAR PRADESH,2017-2018,58960.0,57490.0,57490.0,0.0,2485.0
SAMBHAL,UTTAR PRADESH,2018-2019,51156.0,44933.0,44297.0,0.0,3903.0
SAMBHAL,UTTAR PRADESH,2019-2020,61218.0,59650.0,59650.0,0.0,5454.0
SANGAREDDY,TELANGANA,2017-2018,27514.0,26987.0,26987.0,0.0,5088.0
SANGAREDDY,TELANGANA,2018-2019,27427.0,26870.0,26825.0,0.0,3973.0
SANGAREDDY,TELANGANA,2019-2020,28288.0,27769.0,27769.0,0.0,3917.0
SANGLI,MAHARASHTRA,2017-2018,48564.0,47839.0,47839.0,895.0,9017.0
SANGLI,MAHARASHTRA,2018-2019,50179.0,48950.0,48950.0,2109.0,8756.0
SANGLI,MAHARASHTRA,2019-2020,51753.0,50400.0,50400.0,1245.0,8277.0
SANGRUR,PUNJAB,2017-2018,21727.0,21246.0,21246.0,28.0,4769.0
SANGRUR,PUNJAB,2018-2019,22076.0,21238.0,21203.0,0.0,5217.0
SANGRUR,PUNJAB,2019-2020,20949.0,20019.0,20019.0,0.0,4713.0
SANT KABIR NAGAR,UTTAR PRADESH,2017-2018,39761.0,39152.0,39152.0,0.0,576.0
SANT KABIR NAGAR,UTTAR PRADESH,2018-2019,43460.0,41641.0,41641.0,0.0,1523.0
SANT KABIR NAGAR,UTTAR PRADESH,2019-2020,46248.0,45331.0,45331.0,0.0,674.0
SANT RAVIDAS NAGAR,UTTAR PRADESH,2017-2018,38354.0,36328.0,36328.0,0.0,1196.0
SANT RAVIDAS NAGAR,UTTAR PRADESH,2018-2019,33774.0,31031.0,29951.0,0.0,907.0
SANT RAVIDAS NAGAR,UTTAR PRADESH,2019-2020,39325.0,37021.0,37021.0,0.0,1414.0
SARAIKELA,JHARKHAND,2017-2018,26566.0,25751.0,25646.0,0.0,4258.0
SARAIKELA,JHARKHAND,2018-2019,26404.0,25927.0,25681.0,471.0,4429.0
SARAIKELA,JHARKHAND,2019-2020,25566.0,25294.0,25294.0,295.0,4154.0
SARAN,BIHAR,2017-2018,93781.0,93781.0,92538.0,0.0,5573.0
SARAN,BIHAR,2018-2019,95305.0,94416.0,92200.0,0.0,5376.0
SARAN,BIHAR,2019-2020,99350.0,99350.0,99350.0,0.0,5786.0
SATARA,MAHARASHTRA,2017-2018,48504.0,47991.0,47991.0,1317.0,2305.0
SATARA,MAHARASHTRA,2018-2019,47344.0,45936.0,45936.0,859.0,2725.0
SATARA,MAHARASHTRA,2019-2020,46007.0,45439.0,45439.0,1163.0,2875.0
SATNA,MADHYA PRADESH,2017-2018,48094.0,46693.0,46516.0,667.0,6345.0
SATNA,MADHYA PRADESH,2018-2019,49359.0,47221.0,47221.0,401.0,6144.0
SATNA,MADHYA PRADESH,2019-2020,54164.0,53528.0,53528.0,0.0,6613.0
SAWAI MADHOPUR,RAJASTHAN,2017-2018,29279.0,28832.0,28624.0,277.0,5265.0
SAWAI MADHOPUR,RAJASTHAN,2018-2019,29208.0,28464.0,28464.0,94.0,4897.0
SAWAI MADHOPUR,RAJASTHAN,2019-2020,27464.0,26312.0,25741.0,113.0,4715.0
SEHORE,MADHYA PRADESH,2017-2018,29548.0,29006.0,28904.0,16.0,4175.0
SEHORE,MADHYA PRADESH,2018-2019,31015.0,30003.0,29987.0,0.0,4321.0
SEHORE,MADHYA PRADESH,2019-2020,35529.0,34301.0,34301.0,0.0,4987.0
SENAPATI,MANIPUR,2017-2018,6985.0,6870.0,6796.0,0.0,0.0
SENAPATI,MANIPUR,2018-2019,7084.0,6761.0,6640.0,0.0,0.0
SENAPATI,MANIPUR,2019-2020,7145.0,6905.0,6664.0,0.0,0.0
SEONI,MADHYA PRADESH,2017-2018,23623.0,23351.0,23351.0,0.0,468.0
SEONI,MADHYA PRADESH,2018-2019,24521.0,23999.0,23959.0,0.0,322.0
SEONI,MADHYA PRADESH,2019-2020,25333.0,25333.0,25333.0,0.0,171.0
SERCHHIP,MIZORAM,2017-2018,987.0,987.0,985.0,0.0,0.0
SERCHHIP,MIZORAM,2018-2019,1018.0,1018.0,1018.0,0.0,0.0
SERCHHIP,MIZORAM,2019-2020,1018.0,1008.0,1008.0,0.0,0.0
SHAHDARA,DELHI,2017-2018,26636.0,24921.0,24154.0,1412.0,21017.0
SHAHDARA,DELHI,2018-2019,26583.0,23368.0,23040.0,1520.0,20852.0
SHAHDARA,DELHI,2019-2020,25700.0,23780.0,23295.0,1344.0,21184.0
SHAHDOL,MADHYA PRADESH,2017-2018,20317.0,19604.0,18945.0,117.0,1502.0
SHAHDOL,MADHYA PRADESH,2018-2019,19987.0,18701.0,18361.0,107.0,1491.0
SHAHDOL,MADHYA PRADESH,2019-2020,23101.0,22933.0,22540.0,127.0,1951.0
SHAHJAHANPUR,UTTAR PRADESH,2017-2018,74971.0,73389.0,73389.0,0.0,6535.0
SHAHJAHANPUR,UTTAR PRADESH,2018-2019,79081.0,71693.0,70896.0,9493.0,14126.0
SHAHJAHANPUR,UTTAR PRADESH,2019-2020,79122.0,77451.0,77305.0,0.0,6653.0
SHAJAPUR,MADHYA PRADESH,2017-2018,19116.0,18634.0,18629.0,0.0,1147.0
SHAJAPUR,MADHYA PRADESH,2018-2019,20585.0,19998.0,19892.0,60.0,1409.0
SHAJAPUR,MADHYA PRADESH,2019-2020,20610.0,20610.0,20610.0,0.0,1474.0
SHAMLI,UTTAR PRADESH,2017-2018,34178.0,31922.0,31922.0,0.0,2409.0
SHAMLI,UTTAR PRADESH,2018-2019,32745.0,30128.0,30128.0,0.0,2780.0
SHAMLI,UTTAR PRADESH,2019-2020,38208.0,36148.0,36148.0,0.0,3546.0
SHEIKHPURA,BIHAR,2017-2018,17072.0,16678.0,16112.0,0.0,3222.0
SHEIKHPURA,BIHAR,2018-2019,16531.0,16401.0,15596.0,0.0,3074.0
SHEIKHPURA,BIHAR,2019-2020,17899.0,17899.0,17372.0,0.0,3121.0
SHEOHAR,BIHAR,2017-2018,19222.0,18885.0,17578.0,0.0,0.0
SHEOHAR,BIHAR,2018-2019,21458.0,21407.0,20693.0,0.0,0.0
SHEOHAR,BIHAR,2019-2020,19584.0,19584.0,18232.0,0.0,0.0
SHEOPUR,MADHYA PRADESH,2017-2018,14755.0,14094.0,13397.0,0.0,815.0
SHEOPUR,MADHYA PRADESH,2018-2019,16860.0,15680.0,14967.0,0.0,860.0
SHEOPUR,MADHYA PRADESH,2019-2020,17935.0,17672.0,17438.0,0.0,977.0
SHIMLA,HIMACHAL PRADESH,2017-2018,11135.0,11051.0,10924.0,0.0,676.0
SHIMLA,HIMACHAL PRADESH,2018-2019,10910.0,10610.0,10475.0,0.0,600.0
SHIMLA,HIMACHAL PRADESH,2019-2020,10432.0,10196.0,9851.0,0.0,588.0
